"pdb","energy (Mean)","energy (Standard deviation)"
"1ogz",-29.295,0.43927971347042494
"1ohr",-64.59,2.1028710532661905
"1oif",-33.6575,0.5074363671110786
"1om1",-40.947500000000005,1.058438315003322
"1ony",-57.6475,3.588187797017875
"1onz",-41.3525,0.9937932380530952
"1ork",-62.0475,9.053751984674648
"1os0",-11.46,1.744056574005945
"1os5",-41.870000000000005,1.1813833698956602
"1oss",-23.357499999999998,0.406314738431787
"1owe",-36.545,0.38897300677610874
"1owh",-42.4875,0.1939716474133209
"1oyq",-47.4975,4.409159972904893
"1oyt",-44.515,2.127666953887978
"1p19",-17.227500000000003,7.646164070957409
"1p1n",-39.3025,3.958302456019909
"1p1o",-39.9725,1.0070873844907915
"1p1q",-38.7225,4.286174479260845
"1p57",-32.2525,0.49311087326621017
"1pa9",-44.83,0.6770524351925299
"1pb8",-31.645,1.1255369089163505
"1pb9",-8.709999999999999,3.499171330472407
"1pbq",-30.767500000000002,7.67797445076935
"1pme",-49.5225,0.5484751589637028
"1pot",-60.397499999999994,5.311110210367275
"1ppc",-47.79,0.42645828244564454
"1pph",-41.56,0.3489985673317164
"1ppi",-76.8825,2.343663442846472
"1ppk",-7.234999999999999,3.5870554312230336
"1ppl",-26.225,4.111978437038149
"1ppm",-8.252500000000001,16.660815056092947
"1pro",-72.525,5.471364851052523
"1pxn",-44.8075,0.509664922604937
"1pxo",-41.19499999999999,7.848755740030853
"1pxp",-34.9825,3.496573322554517
"1pyn",-58.6075,3.4460545072106123
"1pz5",-51.7975,6.44970477360528
"1pzi",-4.6125,5.510713051260548
"1pzp",-39.625,2.5257804074516867
"1q65",-46.525,1.606019925156605
"1q72",-14.087499999999999,7.225622810526439
"1q7a",-28.1275,11.812785093561407
"1qan",-54.285,0.8365205715744386
"1qaw",-40.69499999999999,1.0158247880419915
"1qb1",-51.9625,1.790239741859142
"1qb6",-39.5775,0.7191372145379512
"1qb9",-48.07,0.5392587505087122
"1qbn",-44.1075,0.6333706129382077
"1qbo",-47.3675,2.1581685908813117
"1qbr",-75.19749999999999,2.675398724178483
"1qbt",-84.3175,8.285796582103728
"1qbu",-63.81,3.6179736501712596
"1qbv",-51.370000000000005,1.3536370759300749
"1qf0",-25.9075,4.466246559845676
"1qf1",-21.8475,2.2923841301143244
"1qf2",-20.795,13.702580049027256
"1qft",-27.717499999999998,1.5270096048596284
"1qji",-77.925,11.610978999780071
"1qka",-73.42999999999999,4.00510507560851
"1qkb",-64.6225,1.6204603255453605
"1ql7",-50.5325,0.5398379386445915
"1ql9",-57.2975,0.9326440907440331
"1qxk",-46.475,6.984337238898616
"1qxl",-35.83,15.568234753283164
"1r0p",-60.2025,0.8836053040427126
"1r5y",-26.205,0.8332466621595076
"1rbp",-48.775,1.2561714320374542
"1rd4",-61.51,1.2216382443261966
"1rjk",-73.79499999999999,0.4761302342839141
"1rmz",-17.3725,10.828435944308856
"1rnm",-27.4625,4.886582821017852
"1rnt",-8.73,6.465859056098681
"1rpf",-22.22,8.75398195108946
"1rtf",-24.580000000000002,0.5273518749370801
"1s19",-67.965,0.7553586344680252
"1s38",-28.6325,0.6021281701875489
"1s39",-25.955000000000002,0.9894274438616332
"1s89",-26.983333333333334,5.2378080657211274
"1sb1",-61.730000000000004,4.31910484552837
"1sbg",-47.6625,6.572018335336541
"1sdt",-64.8925,8.578198625974226
"1sdu",-61.2025,8.345215695235192
"1sdv",-59.91,6.514844587555479
"1sh9",-53.7825,3.3831678941489276
"1sl3",-52.2625,2.2270664561256157
"1sld",-48.4525,3.766318936751516
"1sln",-49.11,5.75281959853889
"1sqo",-40.42999999999999,1.0797221864904707
"1sqt",-42.605000000000004,0.2800595174830167
"1sr7",-73.185,0.3183813227320991
"1srg",-29.5775,6.128857288815479
"1str",-42.63,3.1098874577707587
"1sv3",-0.18,0.11999999999999998
"1sw2",-22.5775,8.257188282541051
"1swg",-29.814999999999998,1.4920790863758746
"1swr",-39.517500000000005,2.8197916589705874
"1syh",-50.8375,2.3481819208344143
"1syi",-53.2775,0.4353064054969537
"1szd",-40.98,6.830980895888994
"1t4v",-50.5175,1.1382552437832423
"1t7d",-48.225,0.9255808986791307
"1t7j",-51.2925,2.2276351436744566
"1ta6",-64.74,0.5005996404319596
"1td7",-16.330000000000002,4.097617193768439
"1tlp",4.28,3.321515718262773
"1tmn",-36.04,1.8135324645564006
"1tng",-28.365,0.24365275838074088
"1tnh",-26.470000000000002,0.1080123449739415
"1tni",-29.330000000000002,0.21832697191717926
"1tom",-58.067499999999995,0.39364747342492634
"1tpw",-3.675,2.2269635530620304
"1tq4",-41.78999999999999,3.8167088789514203
"1trd",-8.7225,9.032786115036709
"1ttm",0,0
"1tx7",-27.0175,0.20122541257701793
"1txr",-37.96,1.780758265458981
"1u0g",-17.172500000000003,7.614159507128808
"1u71",-39.4625,5.812666485070869
"1ua4",-31.4025,9.877666306707582
"1ucn",-40.4825,5.177318321293347
"1ugx",-28.997500000000002,0.6394463751297905
"1uho",-65.075,4.016669432917315
"1ui0",-19.986666666666665,0.08621678104246469
"1uj5",-19.262500000000003,4.20055055915291
"1uml",-47.3025,1.7868664378366073
"1usn",-29.562499999999996,1.1379037744905964
"1utj",-28.3975,0.3573397076544648
"1utl",-30.5075,1.5205344455157446
"1utm",-32.18666666666667,3.0080613912175407
"1utn",-26.04,0.17165857586076463
"1uto",-28.795,0.21809783737264724
"1uvt",-50.3375,1.619019765166618
"1uw6",-44.285,0.700035713375248
"1uwf",-27.3125,0.6205038275465268
"1uz1",-4.615,0.6604291534045609
"1v0l",-39.7825,2.52991930042573
"1v2j",-23.265,0.360138862107533
"1v2k",-54.707499999999996,0.645051677516807
"1v2l",-23.56,0.8690607957253099
"1v2n",-40.5475,1.0194565545753471
"1v2o",-41.9725,2.66063119077658
"1v2r",-43.5375,2.693601987426276
"1v2s",-24.82,0
"1v2t",-40.72,1.8625609609711178
"1v2w",-38.265,0.6297883242273807
"1w0z",-44.885000000000005,2.3697186893525966
"1w11",-43.2025,0.5517472247327256
"1w13",-56.4325,2.352096582483938
"1w3j",-33.735,0.9326128171254627
"1w3k",-43.2,1.0449561394301878
"1w3l",-51.635,1.3057181931795345
"1w4o",-30.76,0.7215723571940882
"1w5v",-70.1525,8.639287682828138
"1w5w",-69.2775,6.1844825975985875
"1w5x",-75.73666666666666,3.2443232473559958
"1w5y",-68.495,5.911573394621707
"1w7g",-54.38,3.0384974356854366
"1w96",-67.8675,0.37259227044878174
"1w9u",-50.85,1.342485257523334
"1w9v",-39.805,2.0337895663023056
"1wc1",28.616666666666667,2.7792145173292466
"1wcq",-37.46666666666666,4.645022425493086
"1wdn",-36.2025,0.7851698330085417
"1wht",-0.9150000000000003,4.288391306772272
"1wm1",-37.995000000000005,3.1853047996489177
"1wn6",-24.8475,6.060139574850276
"1ws4",-18.565,5.605084001749378
"1x1z",-31.987499999999997,3.7603313240546568
"1x8d",-15.405000000000001,4.976709086668954
"1x8j",-39.11666666666667,0.4864497233357519
"1x8r",-63.865,7.887718301257991
"1x8t",-46.042500000000004,4.345889820662047
"1xbo",-45.6,8.06505424656272
"1xgi",-36.28999999999999,0.6371289770000635
"1xhy",-38.155,3.210342660838542
"1xk5",-42.60000000000001,0.46825918748738665
"1xk9",-35.71,1.7294122315592328
"1xka",-49.9025,0.5132494520209392
"1xkk",-78.13,1.4404628885655237
"1xow",-52.8325,0.9607765956076679
"1xpz",0,0
"1xt8",-31.98,0.35496478698626394
"1xug",-26.57,1.680852958074135
"1xws",-35.9525,12.607070436862003
"1y0l",-3.6324999999999994,4.0387157612290565
"1y1z",-35.39,0.3373425558687829
"1y20",-31.72,0.5206406310178681
"1y3p",-0.3575,0.04349329450233376
"1y3v",-50.387499999999996,0.4692813654937989
"1y3x",-47.707499999999996,0.62904027428076
"1y6q",-5.390000000000001,0.19663841605004675
"1y6r",-4.5649999999999995,0.057445626465426725
"1yc1",-43.135000000000005,0.38863007260496135
"1yc4",-37.275,0.31139471200866303
"1yda",-21.2525,2.3330291468389244
"1ydb",-13.24,10.112121439144213
"1ydd",-12.8225,5.029502129104495
"1ydk",-46.660000000000004,1.4229780977468507
"1yp9",-50.9275,0.4863726280675689
"1ype",-58.545,1.5266630276520838
"1ypg",-59.5025,1.125177763733448
"1yq7",59.16,2.996164214458139
"1yqj",-66.25999999999999,3.0875664635223754
"1yqy",-28.127499999999998,3.326733883756474
"1z1h",-47.665,3.612215386712062
"1z6e",-61.447500000000005,5.727421613023897
"1z6s",-0.515,0.017320508075689956
"1z71",-55.303333333333335,0.5029247790019029
"1z95",-59.89,1.4090895405662394
"1z9g",-13.5125,8.96026180793098
"1z9y",-17.675,1.2663990945458763
"1zc9",-7.305,10.201191106924723
"1zdp",0.0925,0.09142392101268317
"1zea",-26.8325,18.16792663826374
"1zfq",-18.68,0.2121320343559571
"1zge",-12.865000000000002,8.66636986671274
"1zgi",-59.19499999999999,1.0128013954698776
"1zhy",-64.86999999999999,0.8239741096259592
"1zog",-37.305,0.7284915922644191
"1zpa",-62.72,8.536505920652454
"2a14",-63.5875,0.9789237287288145
"2a5s",-30.122500000000002,5.951181255291523
"2a8g",-31.157500000000002,3.2944637904621348
"2aac",-20.4325,6.922015000465301
"2afw",-1.5374999999999999,1.2473271423327565
"2afx",0.7499999999999999,1.7866355718687197
"2al5",-43.260000000000005,0.6496922348310568
"2amt",-35.31,3.749426622831748
"2ans",-32.6925,2.2937069705319586
"2aoc",-97.4875,1.2795669840471666
"2aod",-91.8625,2.0553081682963072
"2aoe",-94.485,3.3831986836913956
"2aog",-93.07249999999999,4.196501519122654
"2aqu",-68.82000000000001,0.9569743988222875
"2arm",-9.0975,16.298861667817988
"2avm",-91.67999999999999,3.605449578994028
"2avo",-62.96000000000001,9.194320710815687
"2ax9",-47.6275,0.4159627387144667
"2ayr",-70.8975,1.3521926637875648
"2azr",0.415,0.06952217871538087
"2b07",0.4375,0.07274384280931726
"2b4l",-31.022499999999997,0.627023391376513
"2b9a",-29.432499999999997,0.35565666964985326
"2baj",-63.3075,0.5094032456396468
"2bal",-46.957499999999996,0.8538686471977693
"2bes",-26.42,6.01831648663753
"2bet",-2.3075,5.02196093838519
"2bfq",-41.805,5.67883497441742
"2bfr",-4.8,5.384236250388723
"2bmk",-23.7575,12.12333665566814
"2bo4",-0.08500000000000002,0.2616295090390226
"2boh",-61.3275,1.6910820007715033
"2boj",2.1775,0.2479751331619063
"2bok",-54.055,4.113858691463962
"2bpv",-57.905,9.702908498658191
"2bpy",-58.2,4.884328681269022
"2bq7",-49.295,6.987085706263092
